14531,19374,17670,22707,23946,26355
15498,17660,16289,19111,25335,20500
16307,14557,18522,18003,24711,16290
16105,16201,19612,20755,25221,16158
15340,21370,16896,23155,25845,24685
14733,21124,17327,23085,24562,25872
13081,18944,20281,23937,23058,25696
12404,19541,19243,23929,23498,25555
14408,19278,18329,23296,23709,27243
21678,12948,20694,19094,19507,26610
