19533,20456,13485,18812,25485,21380
19858,20579,13010,17160,25678,19586
20641,20807,12615,12228,25291,14725
20614,21010,13002,12562,25590,13389
19700,20526,13072,18214,25784,20448
20263,14821,20404,20078,15947,24026
21775,17335,20702,22962,15340,23656
22724,17168,20017,22364,14988,20448
21748,17344,20729,22926,15419,23850
20210,14847,20245,19981,16166,23876
