18803,17432,19973,22821,19542,26109
20834,16693,16993,18926,20412,19305
22698,16201,18892,20518,18628,15762
21898,16869,19226,21124,18628,16817
19753,18047,18839,21995,21072,20158
19445,19550,18768,23296,21546,23252
18118,18372,20905,24210,20061,25634
16527,17941,21239,24096,20905,25441
18803,16254,20588,22038,19313,26971
23146,15515,18839,19867,18021,26601
