14514,19383,17678,22689,23955,26417
15560,17449,16245,18865,25344,20043
16307,14487,18663,18118,24711,16211
16096,16315,19674,20940,25256,16158
15516,18293,18188,21740,25265,19217
15270,21229,17098,23067,25379,24562
13204,18979,20263,23937,22918,25784
12369,19533,19252,23937,23489,25555
14162,19322,18338,23357,23814,27252
23146,15568,18909,19885,18030,26601
