16993,19902,16325,21529,21010,25661
17968,19234,14224,18856,23006,19780
19313,17906,16878,19920,21819,16184
18716,18926,16914,20984,22707,16483
17458,22671,14303,21722,23454,23876
17661,22522,14663,22153,23533,25379
16887,21203,17037,23340,21212,25881
16632,20104,18971,24113,19481,26232
15445,19796,18689,23515,20509,25547
21678,12931,20702,19094,19568,26619
